Question;target
Premise 1: If J then not S. Premise 2: J. Premise 3: (not S or J) and S. Conclusion : G and S.;1
Premise 1: If D then U. Premise 2: Either D or I. Premise 3: I and not not U. Conclusion : I.;1
Premise 1: G and not I. Premise 2: Either not (not I or G) or Y. Premise 3: Y. Conclusion : It is not the case that not G.;1
Premise 1: K. Premise 2: K. Premise 3: (Y and K) if and only if K. Conclusion : If not Y then (H or not H).;1
Premise 1: Either (D or Y) or L. Premise 2: Y. Premise 3: If not L then Y. Conclusion : Either not L or not not D.;0
Premise 1: It is not the case that A. Premise 2: Either not P or not P. Premise 3: If not P then V. Conclusion : It is not the case that V.;0
Premise 1: N. Premise 2: If not B then (not R implies B). Premise 3: It is not the case that not R. Conclusion : N and not B.;0
Premise 1: It is not the case that (not W or (W implies W)). Premise 2: L if and only if (not L implies not W). Premise 3: G and W. Conclusion : W.;1
Premise 1: U. Premise 2: U. Premise 3: It is not the case that A. Conclusion : If (U or not L) then not U.;0
Premise 1: Either W or C. Premise 2: If C then not (not C and not C). Premise 3: M. Conclusion : If C then W.;0
Premise 1: It is not the case that W. Premise 2: Either not W or not M. Premise 3: It is not the case that W. Conclusion : W and M.;0
Premise 1: If (not O or not O) then not T. Premise 2: D. Premise 3: Either not D or T. Conclusion : O.;1
Premise 1: If M then (not M or not M). Premise 2: If B then (M implies B). Premise 3: (M implies not M) and (not M and B). Conclusion : B.;1
Premise 1: If (not J implies (J implies V)) then E. Premise 2: It is not the case that E. Premise 3: It is not the case that (J or (V and V)). Conclusion : J.;1
Premise 1: Either T or (M or not M). Premise 2: C. Premise 3: It is not the case that not T. Conclusion : C.;1
Premise 1: Either (not D iff R) or not N. Premise 2: N. Premise 3: It is not the case that N. Conclusion : If not D then N.;1
Premise 1: It is not the case that Y. Premise 2: It is not the case that K. Premise 3: If Y then not not K. Conclusion : Y.;0
Premise 1: Not B and B. Premise 2: U and U. Premise 3: Either (B or B) or not M. Conclusion : It is not the case that U.;1
Premise 1: If not X then X. Premise 2: A if and only if A. Premise 3: Either not A or K. Conclusion : Either not A or (A and not X).;0
Premise 1: It is not the case that F. Premise 2: Not I and (U iff not F). Premise 3: It is not the case that (U and F). Conclusion : It is not the case that U.;0
Premise 1: Either J or J. Premise 2: It is not the case that (not S or S). Premise 3: Either (B and not S) or not S. Conclusion : It is not the case that S.;1
Premise 1: It is not the case that not not not W. Premise 2: Either C or (N or not not W). Premise 3: W if and only if not C. Conclusion : It is not the case that (W and W).;0
Premise 1: N. Premise 2: If S then N. Premise 3: If (not S implies A) then A. Conclusion : It is not the case that S.;0
Premise 1: It is not the case that I. Premise 2: Either not D or T. Premise 3: Either not D or (I and I). Conclusion : It is not the case that I.;1
Premise 1: F. Premise 2: If (F implies V) then F. Premise 3: F. Conclusion : It is not the case that not K.;0
Premise 1: (V and not V) and not K. Premise 2: V. Premise 3: Either V or not (not K and K). Conclusion : D.;1
Premise 1: If E then not not M. Premise 2: It is not the case that (not M implies U). Premise 3: Either M or (not U implies M). Conclusion : Either not U or U.;1
Premise 1: Not R and (not J or J). Premise 2: Either J or F. Premise 3: Not R and F. Conclusion : Either R or (F and not R).;1
Premise 1: It is not the case that (not W implies W). Premise 2: If F then W. Premise 3: It is not the case that not F. Conclusion : F.;1
Premise 1: It is not the case that ((F implies not X) implies F). Premise 2: J. Premise 3: It is not the case that F. Conclusion : It is not the case that J.;0
Premise 1: If G then I. Premise 2: Either (R and I) or G. Premise 3: (R implies not I) and I. Conclusion : If (not G or not I) then R.;1
Premise 1: G. Premise 2: L and not Y. Premise 3: It is not the case that Y. Conclusion : Y.;0
Premise 1: Either not B or L. Premise 2: Either L or L. Premise 3: If not U then L. Conclusion : U if and only if B.;0
Premise 1: Not J and (H iff not H). Premise 2: If not J then not R. Premise 3: R and not not H. Conclusion : Either H or R.;1
Premise 1: It is not the case that (not T or not K). Premise 2: H and (not K implies not H). Premise 3: It is not the case that (K and T). Conclusion : Either not K or not K.;1
Premise 1: It is not the case that H. Premise 2: Not H and not L. Premise 3: Either (not L and H) or not H. Conclusion : It is not the case that Y.;0
Premise 1: Not V and N. Premise 2: Either (V and not D) or (D or N). Premise 3: If (D and not N) then (V or not N). Conclusion : Either not D or (not N implies V).;1
Premise 1: Not G and (O implies G). Premise 2: Either not O or X. Premise 3: (not O or (not G and X)) and not G. Conclusion : Either O or O.;0
Premise 1: Either ((not G and N) and X) or X. Premise 2: If (not N implies X) then not N. Premise 3: Either not X or not not N. Conclusion : It is not the case that N.;1
Premise 1: If (not C or P) then W. Premise 2: W. Premise 3: It is not the case that C. Conclusion : It is not the case that P.;0
Premise 1: (E implies W) and W. Premise 2: Not not L and (W and not E). Premise 3: Either L or W. Conclusion : Either (E implies not E) or E.;1
Premise 1: It is not the case that K. Premise 2: Either (not K and not H) or X. Premise 3: If (X or H) then X. Conclusion : X and not H.;0
Premise 1: F. Premise 2: Either S or (not S and (not S or S)). Premise 3: (S implies L) if and only if not F. Conclusion : It is not the case that not F.;1
Premise 1: Either not P or not C. Premise 2: P. Premise 3: If C then C. Conclusion : (C implies not V) and V.;0
Premise 1: (not V or not G) if and only if not N. Premise 2: If (V or V) then (V implies V). Premise 3: Either (G or N) or not N. Conclusion : N.;0
Premise 1: It is not the case that (not O or D). Premise 2: (not O or O) and V. Premise 3: It is not the case that D. Conclusion : If not D then (V iff V).;1
Premise 1: If B then (P or P). Premise 2: If S then (P or not B). Premise 3: It is not the case that (B or S). Conclusion : If S then not not P.;1
Premise 1: Either A or (A implies not U). Premise 2: P and (not A or not P). Premise 3: If ((not A and P) implies not U) then U. Conclusion : It is not the case that A.;1
Premise 1: J. Premise 2: G if and only if Y. Premise 3: G and (J and G). Conclusion : Either not Y or not J.;0
Premise 1: (not P iff E) if and only if (W or W). Premise 2: Not P and (not E or W). Premise 3: (P and W) and E. Conclusion : If W then (E or W).;1
Premise 1: B. Premise 2: It is not the case that (B and not not B). Premise 3: It is not the case that B. Conclusion : If (B or B) then T.;1
Premise 1: F. Premise 2: P. Premise 3: It is not the case that (F or F). Conclusion : Either V or P.;1
Premise 1: Not B and S. Premise 2: M and S. Premise 3: S. Conclusion : Either M or not S.;1
Premise 1: (not E implies not U) if and only if not O. Premise 2: Not E and E. Premise 3: Not (U implies not E) if and only if not U. Conclusion : U and E.;1
Premise 1: It is not the case that (not F implies J). Premise 2: If not F then ((J implies J) or not F). Premise 3: (not X and J) and not F. Conclusion : X.;1
Premise 1: L and not S. Premise 2: If L then (L or not D). Premise 3: S and not S. Conclusion : If (L or D) then not L.;1
Premise 1: Either not T or not T. Premise 2: It is not the case that ((N or B) or not N). Premise 3: If T then (T and (N iff B)). Conclusion : If T then not T.;1
Premise 1: If F then not X. Premise 2: If (X or K) then not X. Premise 3: F. Conclusion : F.;1
Premise 1: It is not the case that N. Premise 2: (V and (not N or not N)) if and only if V. Premise 3: Either (N implies not N) or not V. Conclusion : Either V or not V.;1
Premise 1: Either (not B implies not B) or not O. Premise 2: It is not the case that not O. Premise 3: Not T and T. Conclusion : B if and only if not B.;1
Premise 1: N and E. Premise 2: N and (not T and not N). Premise 3: If not T then T. Conclusion : E.;1
Premise 1: R and ((not R and E) or E). Premise 2: If (I iff I) then I. Premise 3: It is not the case that E. Conclusion : E.;1
Premise 1: Either (not U implies not H) or not P. Premise 2: ((U and P) implies U) and not P. Premise 3: Either H or (not H and not not H). Conclusion : If H then not P.;1
Premise 1: If V then not V. Premise 2: It is not the case that ((not V and G) or V). Premise 3: If (V and V) then V. Conclusion : If (not G or not I) then not I.;0
Premise 1: Not E and ((E implies E) iff T). Premise 2: If (T or P) then P. Premise 3: Not T if and only if not (T and T). Conclusion : It is not the case that not not P.;0
Premise 1: If A then A. Premise 2: It is not the case that R. Premise 3: Not R if and only if R. Conclusion : It is not the case that (A implies O).;1
Premise 1: It is not the case that not J. Premise 2: J. Premise 3: It is not the case that ((V or not J) iff not G). Conclusion : G.;0
Premise 1: It is not the case that N. Premise 2: N. Premise 3: If not not B then B. Conclusion : B.;1
Premise 1: If (T implies not L) then not T. Premise 2: H. Premise 3: ((L and T) iff not T) if and only if not T. Conclusion : (T implies L) and T.;1
Premise 1: Either not L or C. Premise 2: If V then L. Premise 3: It is not the case that not V. Conclusion : V.;1
Premise 1: J. Premise 2: C. Premise 3: Either not not C or (U or not U). Conclusion : J.;1
Premise 1: Not K and not B. Premise 2: It is not the case that R. Premise 3: If not B then R. Conclusion : If not B then not not K.;1
Premise 1: If O then not F. Premise 2: O. Premise 3: It is not the case that not (U and not O). Conclusion : U and not O.;1
Premise 1: If P then (not P or A). Premise 2: Not Y and (P or Y). Premise 3: A and not not P. Conclusion : It is not the case that (P implies not A).;1
Premise 1: Either U or not U. Premise 2: Either (not U implies U) or J. Premise 3: H. Conclusion : It is not the case that J.;0
Premise 1: A. Premise 2: Either not R or ((R and R) and A). Premise 3: A. Conclusion : It is not the case that not R.;0
Premise 1: A. Premise 2: It is not the case that U. Premise 3: Either I or (I iff (I iff U)). Conclusion : A.;1
Premise 1: Either (Y and N) or not N. Premise 2: N if and only if not Y. Premise 3: N. Conclusion : It is not the case that (N iff N).;1
Premise 1: It is not the case that J. Premise 2: It is not the case that D. Premise 3: If not U then (not J or not D). Conclusion : J.;0
Premise 1: (G implies G) if and only if W. Premise 2: W. Premise 3: Either (G and (not G and K)) or not K. Conclusion : K.;0
Premise 1: L. Premise 2: If not L then L. Premise 3: If L then not L. Conclusion : Not L and A.;1
Premise 1: It is not the case that R. Premise 2: Either R or (not R or R). Premise 3: Either not R or (not R or (J implies C)). Conclusion : J.;0
Premise 1: If not N then N. Premise 2: It is not the case that G. Premise 3: If G then G. Conclusion : N.;1
Premise 1: L. Premise 2: E and L. Premise 3: L. Conclusion : L.;1
Premise 1: Either not F or Y. Premise 2: If not Y then Y. Premise 3: F. Conclusion : It is not the case that F.;0
Premise 1: (I or not V) and V. Premise 2: V and not (V and V). Premise 3: I. Conclusion : It is not the case that E.;1
Premise 1: Either R or R. Premise 2: If F then not not K. Premise 3: R and K. Conclusion : It is not the case that K.;0
Premise 1: Either (not T and not O) or not E. Premise 2: O. Premise 3: If O then (T implies O). Conclusion : T.;0
Premise 1: Not M and (not S or M). Premise 2: If (S and A) then M. Premise 3: A. Conclusion : Not A if and only if A.;0
Premise 1: Y. Premise 2: If (Y and F) then not Y. Premise 3: If (P implies (not P iff not P)) then P. Conclusion : Not F and F.;0
Premise 1: It is not the case that (not W implies not F). Premise 2: I. Premise 3: It is not the case that not not F. Conclusion : If W then W.;1
Premise 1: It is not the case that T. Premise 2: J and (not F implies J). Premise 3: F. Conclusion : Either not T or not T.;1
Premise 1: B. Premise 2: It is not the case that (not Y and (M or Y)). Premise 3: (B implies M) if and only if (Y implies not B). Conclusion : It is not the case that not Y.;1
Premise 1: B. Premise 2: If (S or S) then B. Premise 3: Not B and S. Conclusion : Not P and P.;1
Premise 1: It is not the case that C. Premise 2: (V implies V) and not C. Premise 3: If not C then V. Conclusion : C and V.;0
Premise 1: V and (V implies not not J). Premise 2: It is not the case that J. Premise 3: It is not the case that V. Conclusion : J if and only if not E.;1
Premise 1: G. Premise 2: It is not the case that J. Premise 3: (not G or (not G implies G)) and Y. Conclusion : Y.;1
Premise 1: It is not the case that not S. Premise 2: Either (P or C) or C. Premise 3: (not P implies not C) and P. Conclusion : Either C or not P.;0
Premise 1: It is not the case that (N implies (N and N)). Premise 2: It is not the case that (not C iff (not N and C)). Premise 3: It is not the case that not (W and W). Conclusion : It is not the case that W.;1
